Tract Name,Neighborhood,City,State,Teenage Birth Rate
24005410200,Phoenix, MD,,0.0254
24005403500,Pikesville, MD,,0.0254
24510271200,Homeland, Baltimore, MD,0.0251
24031701507,Silver Spring, MD,,0.0245
24031701506,Silver Spring, MD,,0.0244
24027605103,Highland, MD,,0.0227
24005408703,Mays Chapel, Lutherville-Timonium, MD,0.0209
24005408200,Cockeysville, MD,,0.0197
24003730800,Arnold, MD,,0.0196
24005408303,Reisterstown, MD,,0.0193
24005408302,Lutherville-Timonium, MD,,0.0188
24005408602,Lutherville-Timonium, MD,,0.0182
24005408704,Mays Chapel, Lutherville-Timonium, MD,0.0181
24510271400,Evergreen, Baltimore, MD,0.0179
24005490500,Towson, MD,,0.0167
24510120100,Tuscany - Canterbury, Baltimore, MD,0.0166
24005408304,Cockeysville, MD,,0.0143
24027602306,Dunloggin, Ellicott City, MD,0.0134
24027602304,Ellicott City, MD,,0.0131
24005408702,Towson, MD,,0.0122
24510271300,Roland Park, Baltimore, MD,0.0108
24005490601,Baltimore, MD,,0.01
24510271501,Mount Washington, Baltimore, MD,0.0098
24005490100,Towson, MD,,0.0091
24027602305,Ellicott City, MD,,0.009
24005490603,Baltimore, MD,,0.0075
24005403802,Pikesville, MD,,0.0072
24005490703,Towson, MD,,0.0068
24005403601,Baltimore, MD,,0.0063
24005403803,Pikesville, MD,,0.0052
24005404900,Owings Mills, MD,,0.004
24005491000,Baltimore, MD,,0
24005492500,Baltimore, MD,,
24005490605,Towson, MD,,
24005980200,Lansdowne - Baltimore Highlands, Halethorpe, MD,
24510100300,Penn - Fallsway, Baltimore, MD,
24003740400,Jessup, MD,,
24003980000,Linthicum Heights, MD,,
